chrom	start	end	name	strand	Jurkat_DMSO_H3K4me3	Jurkat_OCIR_H3K4me3	Jurkat_PM_H3K4me3	Jurkat_RY_H3K4me3	Jurkat_DMSO_24H_H3K4me3	Jurkat_PBIT_5H_H3K4me3	Jurkat_PBIT_24H_H3K4me3	Loucy_DMSO_24H_H3K4me3	Loucy_PBIT_5H_H3K4me3	Loucy_PBIT_24H_H3K4me3
chr1	46595519	46599839	Jurkat_peak_1958	.	7.801839999999999	6.735422	5.495936	5.854508999999999	3.525935	15.264477	14.749079	1.374332	1.385833	1.319194
chr1	46766278	46771107	Jurkat_peak_1967	.	13.506585999999999	10.599272000000001	7.00557	7.300742999999999	4.941394	24.677410000000002	21.335539999999998	1.435625	1.4859069999999999	1.368531
chr1	47688798	47699151	Jurkat_peak_2006	.	4.3016760000000005	3.854132	2.947029	2.978934	2.011473	6.028102	6.09845	1.044075	1.06673	1.12732
chr1	51433041	51437868	Jurkat_peak_2042	.	8.9214	7.429956	5.209669	5.873448000000001	3.530595	16.216254	14.211642000000001	1.465005	1.499982	1.348432
chr1	52519415	52523999	Jurkat_peak_2073	.	8.343544	7.539891000000001	6.108029	6.725095	4.018161	18.350421	16.052937999999994	1.3918540000000001	1.4682899999999999	1.368128
chr1	53790753	53795264	Jurkat_peak_2117	.	13.582498999999999	10.409471	6.218108999999999	7.213918	4.3025400000000005	20.367663	17.395248000000002	1.317307	1.350266	1.244586
chr1	54869365	54873882	Jurkat_peak_2162	.	8.477081	6.741747	3.9436970000000002	4.3103940000000005	3.020308	13.421142999999999	11.594941	1.294508	1.334107	1.1962409999999999
chr1	62900959	62905464	Jurkat_peak_2308	.	10.317929	8.091384	6.009135	6.5183349999999995	4.054924	20.351128	17.707752	1.35996	1.420384	1.366829
chr1	67893227	67897799	Jurkat_peak_2392	.	9.176587	7.927217	5.496832	6.137982	3.5518589999999994	17.666091	15.322729	1.386477	1.505809	1.326857
chr1	76249986	76255318	Jurkat_peak_2476	.	3.986885	3.9500839999999995	4.528715	4.673266	2.776837	11.70445	11.067102	1.238732	1.273005	1.229445
chr1	87793318	87798123	Jurkat_peak_2611	.	8.705935	7.060344000000001	5.067182	5.671536	3.455106	13.687626000000002	12.819229	1.150708	1.164137	1.215537
chr1	92948704	92953434	Jurkat_peak_2730	.	9.977528999999999	7.790108	5.085015	6.092896	3.418218	13.484773	13.42467	1.380842	1.416657	1.2959200000000002
chr1	113160134	113164552	Jurkat_peak_3218	.	8.137255999999999	7.113372999999999	5.782814	6.446866	3.8671900000000003	18.308902	16.139727999999998	1.363585	1.404781	1.270601
chr1	114471109	114475996	Jurkat_peak_3248	.	7.803411	6.659478	4.756408	5.298896	3.3317550000000002	14.454035000000001	13.273654999999998	1.2923799999999999	1.3320040000000002	1.297878
chr1	115296709	115301366	Jurkat_peak_3277	.	5.919373	5.1493660000000006	4.536143	4.383303	2.8535939999999997	11.665788000000001	10.76348	1.272458	1.363029	1.2607709999999999
chr1	116183825	116187999	Jurkat_peak_3309	.	7.991557000000001	6.306353	4.26657	4.764081	3.166958	13.746209	12.259744	1.264071	1.3036809999999999	1.241317
chr1	117296561	117301372	Jurkat_peak_3361	.	1.215848	1.210313	1.413349	1.147383	1.0913700000000002	1.3897760000000001	1.3281120000000002	1.049239	1.057852	1.123791
chr1	118147752	118152965	Jurkat_peak_3397	.	5.662648	4.89456	3.409098	3.519108	2.510659	8.098421	7.674736	1.320178	1.337602	1.277134
chr1	149856116	149860916	Jurkat_peak_3654	.	4.4232260000000005	4.131296	3.288093	3.814564	2.1671150000000003	6.838375999999999	7.277595	1.307146	1.28296	1.201482
chr1	150335407	150339671	Jurkat_peak_3684	.	7.176842999999999	6.65424	6.074990000000001	6.596555	3.7849180000000002	17.601876	15.809979	1.3701530000000002	1.4624620000000002	1.286003
chr1	151030023	151034427	Jurkat_peak_3722	.	7.150980000000001	5.956212	4.7828230000000005	5.070883	3.397375	13.742589	12.23023	1.336847	1.346194	1.275566
chr1	154190987	154195441	Jurkat_peak_3847	.	8.652133000000001	6.822277000000001	5.532842	5.696935	3.6029910000000003	17.379291000000002	14.966298000000002	1.349167	1.451206	1.328247
chr1	154296963	154301911	Jurkat_peak_3853	.	8.855972000000003	6.916727000000001	4.571897	4.646077	3.2817190000000003	12.727068	11.433446	1.30338	1.3617350000000001	1.26355
chr1	154971432	154975992	Jurkat_peak_3896	.	6.112121	4.754645	3.5811870000000003	3.557175	2.309957	5.822223999999999	5.898337000000001	1.2242600000000001	1.217352	1.186909
chr1	155943954	155950368	Jurkat_peak_3972	.	7.198842999999999	6.119073	4.19025	4.088547	2.8351	11.281642999999999	10.150250999999999	1.431601	1.450573	1.3237
chr1	156695379	156699689	Jurkat_peak_4041	.	7.755134	6.604088000000001	5.250776999999999	5.420142	3.4505449999999995	15.247611	13.833322	1.365976	1.408572	1.3214860000000002
chr1	156716551	156723352	Jurkat_peak_4043	.	8.368934	6.695311	5.254011	5.185055	3.4357900000000003	15.222139000000002	13.998994	1.4584469999999998	1.475575	1.317281
chr1	158322701	158328040	Jurkat_peak_4119	.	1.151334	1.0990540000000002	1.236322	1.096831	1.041372	1.243082	1.188461	1.075159	1.081212	1.192114
chr1	158978425	158984350	Jurkat_peak_4152	.	1.635409	1.751146	2.322064	2.145622	1.51244	3.6807160000000003	3.6253089999999997	1.282827	1.336288	1.217652
chr1	160676901	160682289	Jurkat_peak_4222	.	1.356739	1.39808	1.629752	1.343983	1.157459	1.5380200000000002	1.533356	1.132257	1.187327	1.178926
chr1	167596834	167602434	Jurkat_peak_4434	.	3.8330949999999997	3.4975940000000003	2.934345	2.95857	1.951988	6.266071	6.2814239999999995	1.352884	1.3514629999999999	1.2958399999999999
chr1	169677283	169681507	Jurkat_peak_4516	.	1.187537	1.182725	1.323659	1.226884	1.116062	1.5051219999999998	1.452199	1.304366	1.359155	1.336314
chr1	173834589	173840442	Jurkat_peak_4589	.	6.294099	5.383463	4.276262	4.678105	2.844558	12.182032000000001	11.200059	1.3224120000000001	1.325289	1.292851
chr1	183601393	183606021	Jurkat_peak_4752	.	7.104207000000001	5.821822	4.143557	4.4364930000000005	3.064422	13.141577999999999	11.746174	1.3332620000000002	1.3649229999999999	1.271995
chr1	185284017	185288288	Jurkat_peak_4790	.	8.312124	6.699261	4.529269	5.043337	3.24595	14.707310000000001	13.067683	1.34336	1.412871	1.2510709999999998
chr1	198125292	198129984	Jurkat_peak_4853	.	9.248586999999999	7.796966	5.8982589999999995	6.322243	3.838404	17.438202	15.771282999999999	1.422204	1.484241	1.359056
chr1	198606612	198612235	Jurkat_peak_4878	.	1.426954	1.624954	2.4115860000000002	2.123435	1.490584	2.807706	2.997585	1.307842	1.3666989999999999	1.284538
chr1	202126978	202132667	Jurkat_peak_5003	.	5.543023000000001	4.337753	3.259265	3.306139	2.2574349999999996	5.9238230000000005	5.874583	1.387773	1.483762	1.328136
chr1	203594614	203599886	Jurkat_peak_5059	.	7.480614999999999	6.164139	4.884131	4.914019000000001	3.148148	10.861129	11.015715	1.3864040000000002	1.417897	1.287876
chr1	204376467	204381789	Jurkat_peak_5107	.	6.003635	5.12885	3.977101	3.845357	2.580734	9.247386	8.251331	1.459149	1.541087	1.3447559999999998
chr1	206729779	206734367	Jurkat_peak_5214	.	5.185258	4.432225	3.7471089999999996	3.618094	2.463542	7.647891	7.535505000000001	1.347305	1.388112	1.278218
chr1	207223000	207227245	Jurkat_peak_5256	.	8.822147000000003	7.338814	5.962936	6.588469	4.103682	18.347345999999998	16.254282999999997	1.189495	1.217428	1.243874
chr1	226248807	226253324	Jurkat_peak_5648	.	8.686517	7.055435000000001	4.861428	5.3685529999999995	3.6080059999999996	16.709073	14.822341	1.505902	1.533385	1.413456
chr1	228268732	228273025	Jurkat_peak_5726	.	14.844647	11.568785	6.609436	7.534231	5.00725	25.52047	22.719428	1.3710120000000001	1.441298	1.311743
chr1	228326711	228332283	Jurkat_peak_5733	.	8.403508	6.778103	4.534179	4.607029	3.064279	12.041825	10.97063	1.226091	1.253608	1.23189
chr1	230201870	230206756	Jurkat_peak_5838	.	8.550374	6.924144999999999	4.595863	5.0302690000000005	3.3532550000000003	15.864507999999999	14.24876	1.3085	1.3525989999999999	1.2118799999999998
chr1	234739306	234749485	Jurkat_peak_6043	.	5.302361	4.475886	3.3923330000000003	3.448921	2.168708	7.167853	7.078886	1.333423	1.352881	1.2405979999999999
chr1	235488352	235493550	Jurkat_peak_6088	.	10.100288	8.750810999999999	5.969453	6.274135	4.216737	21.333703	17.745507	1.406041	1.449086	1.344344
chr1	245024550	245028867	Jurkat_peak_6214	.	10.625314	8.180208	5.451423999999999	6.2336279999999995	3.8689440000000004	19.396785	17.369185	1.421285	1.453671	1.333435
chr10	6242205	6246629	Jurkat_peak_6472	.	9.866184	7.532064	4.587947	5.3021139999999995	2.935589	10.247414	10.105897	1.283034	1.3166069999999999	1.2359229999999999
chr10	6618148	6624178	Jurkat_peak_6501	.	4.999113	4.4132060000000015	3.42193	3.62932	2.295989	7.640608	7.407361	1.313239	1.372878	1.311468
chr10	8095073	8100493	Jurkat_peak_6564	.	9.520439	8.027686	5.530627	5.943132	3.6956059999999997	14.548997	14.520006	1.439219	1.4469049999999999	1.33921
chr10	11204778	11209871	Jurkat_peak_6606	.	3.02583	2.644297	2.622035	2.2546980000000003	1.574077	2.867292	3.2784949999999995	1.338897	1.400244	1.29331
chr10	12236215	12240488	Jurkat_peak_6659	.	8.023202000000001	7.194623	6.483855	6.982875	4.1574810000000015	19.544467	17.628393	1.329708	1.402948	1.313597
chr10	13387895	13392281	Jurkat_peak_6701	.	9.035717	7.5535190000000005	5.704377	6.194632	3.692947	16.908907	15.683301	1.361538	1.397786	1.3087540000000002
chr10	17268937	17273375	Jurkat_peak_6791	.	9.658558	8.093383	4.9335520000000015	5.573497	3.4549019999999997	13.826286999999999	13.176096	1.398512	1.441881	1.295194
chr10	17684666	17688957	Jurkat_peak_6802	.	6.287528	6.158481	6.250135	6.539969	3.9071480000000003	19.312226000000003	17.11816	1.341019	1.3886120000000002	1.328647
chr10	26726131	26731600	Jurkat_peak_6935	.	3.206041	2.729886	2.4335970000000002	2.746656	1.798618	4.978073	4.759642	1.086811	1.112322	1.1773870000000002
chr10	27441201	27446459	Jurkat_peak_6964	.	8.605404	7.643911	5.965358	6.533987000000001	4.1314720000000005	19.010109	17.1255	1.385185	1.445708	1.276384
chr10	27528719	27532979	Jurkat_peak_6966	.	8.849502000000003	7.427778999999999	5.582523999999999	6.318401000000001	3.732104	17.173014000000002	15.579560999999998	1.338327	1.405741	1.277616
chr10	31606710	31610931	Jurkat_peak_7078	.	14.292829999999999	10.903846000000001	6.523661	7.517616	4.7275589999999985	22.734184	20.332548000000003	1.451631	1.441789	1.320195
chr10	43890203	43894388	Jurkat_peak_7238	.	6.4670510000000005	5.532389	3.8340919999999996	3.804795	2.6049230000000003	10.291622	9.602135	1.309569	1.352398	1.1891100000000001
chr10	43900300	43905939	Jurkat_peak_7241	.	10.041832000000001	8.642064000000001	5.4135349999999995	6.010121	3.786922	17.635943	16.346134	1.376479	1.467899	1.301909
chr10	52381518	52385836	Jurkat_peak_7464	.	13.057037	10.318641	5.625341000000001	6.792789999999999	4.3343310000000015	19.035472	17.557714999999998	1.34562	1.39551	1.275614
chr10	60025375	60030288	Jurkat_peak_7491	.	8.86329	7.2289259999999995	5.559439	5.901361	3.738307	16.948299	15.829492000000002	1.303034	1.351748	1.227411
chr10	61663960	61668502	Jurkat_peak_7504	.	8.818273999999997	6.951467999999999	4.887499	5.1725129999999995	3.474368	14.801306	13.588645000000001	1.266718	1.315346	1.262561
chr10	63656339	63665205	Jurkat_peak_7544	.	4.421149	4.1344910000000015	4.181842	4.3595799999999985	2.616821	9.422667	8.892696	1.274431	1.318568	1.2398799999999999
chr10	65024606	65029675	Jurkat_peak_7599	.	2.121843	2.198728	2.9052729999999998	2.6636800000000003	1.760377	4.834872	4.9543789999999985	1.283042	1.295304	1.260462
chr10	75004039	75008372	Jurkat_peak_7827	.	5.223539	4.6083300000000005	4.299462	4.152272	2.650725	9.5307	9.155695	1.324832	1.3277370000000002	1.304092
chr10	89621026	89628837	Jurkat_peak_8097	.	6.058441	5.18844	4.468521	4.4009540000000005	2.747366	10.679152	9.870913999999999	1.247155	1.281212	1.227686
chr10	93556141	93560364	Jurkat_peak_8210	.	6.26276	5.547218	4.0499170000000015	4.582025	2.948801	12.375867	11.293331	1.332929	1.352625	1.236183
chr10	94350505	94354836	Jurkat_peak_8226	.	7.078722	6.462144	5.269757	5.947684	3.6127160000000003	16.136031	14.659096	1.390893	1.429053	1.268973
chr10	98063636	98070185	Jurkat_peak_8305	.	1.401733	1.333593	1.559289	1.378283	1.160181	1.627459	1.6757490000000002	1.065177	1.066835	1.167646
chr10	101943395	101947885	Jurkat_peak_8425	.	6.741585000000001	6.282948	4.950093	5.4077589999999995	3.4593059999999998	15.461641	14.162467000000001	1.319491	1.379307	1.302001
chr10	102105449	102110186	Jurkat_peak_8430	.	7.518785	6.229838	4.3204769999999995	4.614723000000001	3.097544	12.795716	12.080017999999999	1.370049	1.387896	1.34372
chr10	103876602	103881497	Jurkat_peak_8523	.	6.296998	5.260708	3.416462	3.6227160000000005	2.3271490000000004	8.837252000000001	7.927206	1.264568	1.311013	1.255521
chr10	104260897	104265197	Jurkat_peak_8550	.	9.069911	7.749217999999999	5.731031	6.133449	3.9282760000000003	16.762549	14.765142	1.340581	1.389706	1.2695459999999998
chr10	104401488	104406898	Jurkat_peak_8553	.	12.205644	9.542391	5.9980459999999995	6.8571800000000005	4.161772	17.500988	17.064942000000002	1.4489100000000001	1.5105650000000002	1.352223
chr10	111967008	111972336	Jurkat_peak_8685	.	8.165225999999999	6.8460600000000005	4.852229	5.317129	3.057286	10.599046000000001	10.33608	1.296036	1.354534	1.228313
chr10	120965527	120969861	Jurkat_peak_8941	.	8.192436	6.254013	4.260408	4.601806	3.017261	11.791352	10.953315	1.282035	1.306633	1.192213
chr10	124133499	124139298	Jurkat_peak_9028	.	5.176519	4.1485449999999995	2.9285620000000003	3.228273	2.248526	8.358167	7.676599	1.056433	1.07892	1.162352
chr10	126428450	126433623	Jurkat_peak_9123	.	7.69503	5.870457	4.373799	4.5259089999999995	2.814125	11.987810000000001	10.611144	1.247279	1.2728	1.255897
chr11	840316	845176	Jurkat_peak_9420	.	10.820985	8.206422	4.9544890000000015	5.129055	3.606474	15.031011	13.879520000000001	1.2393020000000001	1.277341	1.2137280000000001
chr11	3009018	3014695	Jurkat_peak_9502	.	7.700935	6.440418	4.8934510000000015	5.035018	3.25963	14.542720999999998	12.637539	1.335234	1.391216	1.316504
chr11	3858176	3863452	Jurkat_peak_9541	.	6.747578	5.678977	3.9851620000000003	4.1072950000000015	2.750423	10.790171	10.209076	1.2723209999999998	1.308296	1.256816
chr11	3875194	3882469	Jurkat_peak_9543	.	4.121734	3.606156	2.637255	2.648352	1.8793240000000002	5.8264830000000005	5.597118	1.271602	1.307164	1.240586
chr11	10323988	10330891	Jurkat_peak_9687	.	4.556356	3.890966	3.138696	2.970727	1.695801	3.6109370000000003	4.015786	1.26927	1.30419	1.261476
chr11	14664030	14668371	Jurkat_peak_9831	.	10.354731	7.744304	4.91316	5.551003	3.496607	15.590207999999999	13.829873000000001	1.418721	1.455585	1.379629
chr11	17297181	17302663	Jurkat_peak_9864	.	5.255664	4.451073	3.6674269999999995	3.724188	2.3564849999999997	8.266221	7.752828999999999	1.329046	1.387274	1.272069
chr11	44586309	44591851	Jurkat_peak_10207	.	3.599082	3.024766	2.323461	2.331084	1.711007	3.705508	3.4214589999999996	1.322003	1.375672	1.235182
chr11	57099635	57104295	Jurkat_peak_10394	.	5.377831	4.579242	3.505119	3.5753269999999997	2.382211	8.934398999999997	8.201526000000001	1.22809	1.243278	1.250268
chr11	58340762	58348513	Jurkat_peak_10430	.	5.454039	4.657228	3.9511339999999997	3.8903239999999997	2.61682	10.316905	9.390206	1.269455	1.277389	1.2452299999999998
chr11	58909399	58913663	Jurkat_peak_10439	.	6.543476	5.644151	4.847571	4.914033	3.154557	11.521281	10.830724	1.379795	1.386519	1.281404
chr11	61594139	61599492	Jurkat_peak_10553	.	8.405552	7.456439	4.745108	5.047475	3.1629150000000004	13.430406	12.308621	1.394523	1.425511	1.278024
chr11	62492131	62497576	Jurkat_peak_10598	.	9.595433	7.841422000000001	6.1955029999999995	6.460148	4.200601	18.963612	16.817477	1.4040780000000002	1.503371	1.3241370000000001
chr11	62605436	62610325	Jurkat_peak_10612	.	7.711842	6.473578	4.516358	4.289364	3.1428119999999997	14.321245999999999	13.101621000000002	1.293765	1.306802	1.21642
chr11	62620843	62625438	Jurkat_peak_10614	.	6.779086	6.319857	5.924486	6.468632	3.696513	17.320022	15.635803	1.359473	1.404082	1.273626
chr11	65336229	65344838	Jurkat_peak_10786	.	8.713909000000001	7.098535000000001	4.895129	4.9855909999999986	3.265908	12.678255	11.777661	1.277443	1.319051	1.241364
chr11	65379659	65385307	Jurkat_peak_10788	.	10.803848	8.893613	5.5047440000000005	5.719915	4.200927	19.594352999999998	16.931743	1.344858	1.461682	1.307124
chr11	65623244	65629762	Jurkat_peak_10806	.	13.134037	10.568274	6.423481	7.408063	4.6782520000000005	22.930263	20.062076	1.393759	1.4525569999999999	1.325666
chr11	65654251	65659252	Jurkat_peak_10810	.	9.604632	7.70481	4.8064290000000005	5.573499	3.4219459999999997	13.775578	12.956171000000001	1.307586	1.387009	1.269692
chr11	67033314	67040190	Jurkat_peak_10916	.	5.964047	4.703674	3.544525	3.095944	2.242097	7.6570100000000005	6.927817999999999	1.337998	1.368756	1.291151
chr11	67203208	67208031	Jurkat_peak_10935	.	9.655244999999999	7.707534	4.943911	5.077184	3.479753	11.424126	10.65364	1.280191	1.329546	1.2830979999999998
chr11	72523585	72528298	Jurkat_peak_11123	.	10.13601	8.397148999999999	5.414098	5.731776	3.6553459999999998	14.272789999999999	13.025565	1.369815	1.450433	1.354703
chr11	73690878	73695618	Jurkat_peak_11167	.	5.954596	5.337431	3.8884160000000003	4.056498	2.532924	9.34784	9.075639	1.318289	1.32606	1.26504
chr11	93471383	93476013	Jurkat_peak_11430	.	6.277831	5.778911	5.093158	5.294376000000001	3.2540459999999998	14.83195	13.30955	1.285937	1.371185	1.279301
chr11	108091483	108096388	Jurkat_peak_11578	.	6.233416	5.84096	5.418268	5.496384	3.3132099999999998	15.117514000000002	13.149566	1.26644	1.338983	1.261101
chr11	117693624	117697992	Jurkat_peak_11767	.	1.41723	1.329651	1.323575	1.160454	1.063627	1.21282	1.238006	1.127285	1.131609	1.139468
chr11	118209258	118217995	Jurkat_peak_11811	.	3.9339169999999997	3.6237980000000003	3.8585589999999996	3.411051	2.258147	6.812202	6.401164	1.315418	1.3644459999999998	1.288404
chr11	118269741	118274214	Jurkat_peak_11817	.	5.943524	5.4070160000000005	4.562539	4.8563529999999995	3.186787	13.582042000000001	11.458396	1.255224	1.28804	1.226808
chr11	118304634	118311162	Jurkat_peak_11819	.	8.189194	6.772419	4.582121	4.787332	2.977786	11.992937	10.625073	1.366175	1.405301	1.301931
chr11	122930305	122935567	Jurkat_peak_11982	.	7.619178999999999	6.4196919999999995	5.115577	5.495585	3.340841	15.729852	13.828299	1.394982	1.3549879999999999	1.2994
chr11	128384209	128393809	Jurkat_peak_12133	.	3.507544	3.203974	3.020384	2.775294	1.9382979999999999	5.271512	5.161716	1.312575	1.381484	1.311832
chr11	134092434	134097134	Jurkat_peak_12285	.	11.339487	8.937425000000003	5.783217	6.4079690000000005	4.125412	18.951994	17.142692999999998	1.3393629999999999	1.4024159999999999	1.246997
chr11	134142479	134147396	Jurkat_peak_12294	.	4.242408999999999	3.557928	3.183734	3.077973	2.021558	6.156837	6.239934	1.1448129999999999	1.177075	1.162785
chr12	859310	864810	Jurkat_peak_12372	.	8.594714999999999	6.835732000000001	4.7575090000000015	5.368885	3.2183770000000003	12.711575	12.172004	1.408963	1.427517	1.383604
chr12	4377837	4383375	Jurkat_peak_12478	.	6.455228	5.489491	3.6873980000000004	4.220699	2.420753	8.258723	8.170269000000001	1.2088809999999999	1.246075	1.169809
chr12	6444177	6451973	Jurkat_peak_12530	.	5.323494	4.787369	3.5218599999999998	3.3343849999999997	2.347897	8.336647	7.505812	1.3541809999999999	1.37596	1.2888540000000002
chr12	6641136	6646912	Jurkat_peak_12543	.	10.113358999999999	7.490454	5.195583999999999	5.240464	3.456867	14.606815	13.253014000000002	1.389219	1.435728	1.30313
chr12	6711974	6717585	Jurkat_peak_12551	.	6.436521	5.130568	3.637854	3.535328	2.517444	9.519216	8.751130999999999	1.322711	1.344263	1.282844
chr12	6958848	6963090	Jurkat_peak_12580	.	8.519860000000001	7.293578999999999	5.154804	5.691829	3.6067120000000004	13.675009	12.167461	1.3193	1.370468	1.299334
chr12	9909924	9914933	Jurkat_peak_12679	.	1.91712	2.0299080000000003	2.545287	2.43352	1.6259709999999998	2.879397	3.164743	1.160583	1.142728	1.140463
chr12	10017555	10023221	Jurkat_peak_12686	.	1.835534	1.8685310000000002	3.031457	2.694424	1.6410049999999998	3.7568940000000004	3.962534	1.144013	1.151934	1.140978
chr12	12867149	12880156	Jurkat_peak_12808	.	6.7650619999999995	5.666322	4.421814	4.729213	2.895986	11.186601	10.14582	1.176387	1.193582	1.128301
chr12	15108479	15116346	Jurkat_peak_12866	.	2.795321	2.780728	3.0853639999999998	2.809313	1.9446259999999997	5.215186	5.113633	1.289323	1.346961	1.265368
chr12	27088412	27094981	Jurkat_peak_12986	.	5.5020739999999995	5.172727	4.119344	4.1378900000000005	2.8072529999999998	11.011316	9.838918	1.3077299999999998	1.3587280000000002	1.25681
chr12	27162435	27168636	Jurkat_peak_12992	.	3.176512	3.04523	2.686288	2.688497	1.905312	5.520178	5.365725	1.248486	1.26108	1.260182
chr12	46118977	46126525	Jurkat_peak_13167	.	8.14613	6.727233	4.929641	5.801743	3.4796400000000003	15.530694	13.931119	1.373212	1.415832	1.310964
chr12	46660107	46664397	Jurkat_peak_13180	.	10.599276	9.19245	5.531409	6.69665	3.8585300000000005	18.436966	15.810903	1.480573	1.5813110000000001	1.4036899999999999
chr12	53892054	53896933	Jurkat_peak_13518	.	9.424192	7.358789999999999	4.9459149999999985	5.565448	3.644545	14.460088	12.703118	1.234022	1.2875219999999998	1.235706
chr12	54671698	54677352	Jurkat_peak_13556	.	5.774744999999999	5.4778910000000005	5.235988	5.464484	3.188989	14.589648	13.591459	1.437815	1.4493129999999999	1.319192
chr12	56319111	56326866	Jurkat_peak_13623	.	7.237412	6.300204	4.844346	5.053393	3.210194	13.088878	12.128533000000001	1.294761	1.334076	1.278678
chr12	57852496	57856966	Jurkat_peak_13725	.	7.213680999999999	5.919089	4.3435570000000014	4.509803	2.974004	9.559784	9.107553	1.214281	1.260127	1.2054799999999999
chr12	57912770	57918490	Jurkat_peak_13731	.	6.789894	5.448193	3.7220730000000004	4.031799	2.744599	9.676212	8.882743	1.264715	1.302558	1.207059
chr12	95944471	95949032	Jurkat_peak_14175	.	2.532089	2.689897	2.858181	2.704575	1.822903	5.347314	5.612186	1.101851	1.096986	1.189275
chr12	98907400	98912625	Jurkat_peak_14226	.	7.597237	6.185772	4.588213	5.022933	3.181526	13.574317	13.078697	1.418344	1.4760030000000002	1.317434
chr12	104322170	104326659	Jurkat_peak_14273	.	7.0500419999999995	6.276337	5.200241	5.520733	3.383399	14.830307000000001	13.315933	1.358347	1.41459	1.284513
chr12	104849720	104855611	Jurkat_peak_14295	.	10.431826	8.595492	5.59344	5.943846	3.814589	16.904007999999994	15.239173000000001	1.452727	1.5022950000000002	1.337977
chr12	107711730	107716269	Jurkat_peak_14389	.	8.921213999999997	7.093472	4.462528	4.949349	2.9332510000000003	8.793921000000001	9.086114	1.250191	1.246716	1.207678
chr12	108952926	108957948	Jurkat_peak_14416	.	9.462317	8.191573	6.304901	6.722264	4.1873369999999985	18.531097	17.058142	1.357788	1.453562	1.3068030000000002
chr12	112277563	112282020	Jurkat_peak_14549	.	8.919805	7.466492	5.757143	6.395316	4.058182	19.449273	17.567272	1.357429	1.399624	1.3041
chr12	120102659	120107095	Jurkat_peak_14707	.	5.348122	4.719531	3.662523	3.856004	2.51357	9.963215	9.321524	1.222214	1.245357	1.210428
chr12	122063671	122068073	Jurkat_peak_14815	.	8.958683	7.1727479999999995	4.6581980000000005	5.123948	3.399542	13.928032	13.506329999999998	1.330196	1.3691229999999999	1.2840559999999999
